104052 silly lifecycle cardinal@1.0.0~preinstall: no script for preinstall, continuing
112799 silly install lodash.pluck@3.1.2 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.pluck-50212ae0
112800 info lifecycle lodash.pluck@3.1.2~install: lodash.pluck@3.1.2
112801 silly lifecycle lodash.pluck@3.1.2~install: no script for install, continuing
112802 silly install lodash.reduce@4.6.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.reduce-6f854564
112803 info lifecycle lodash.reduce@4.6.0~install: lodash.reduce@4.6.0
112804 silly lifecycle lodash.reduce@4.6.0~install: no script for install, continuing
112805 silly install lodash.reject@4.6.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.reject-4ea6d6d5
112806 info lifecycle lodash.reject@4.6.0~install: lodash.reject@4.6.0
112807 silly lifecycle lodash.reject@4.6.0~install: no script for install, continuing
112808 silly install lodash.restparam@3.6.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.restparam-b49ee288
112809 info lifecycle lodash.restparam@3.6.1~install: lodash.restparam@3.6.1
112810 silly lifecycle lodash.restparam@3.6.1~install: no script for install, continuing
112811 silly install lodash._createassigner@3.1.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash._createassigner-ecd816c3
112812 info lifecycle lodash._createassigner@3.1.1~install: lodash._createassigner@3.1.1
112813 silly lifecycle lodash._createassigner@3.1.1~install: no script for install, continuing
112814 silly install lodash.assign@3.2.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.assign-29c5ae29
112815 info lifecycle lodash.assign@3.2.0~install: lodash.assign@3.2.0
112816 silly lifecycle lodash.assign@3.2.0~install: no script for install, continuing
112817 silly install lodash.defaults@3.1.2 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.defaults-e4b32bae
112818 info lifecycle lodash.defaults@3.1.2~install: lodash.defaults@3.1.2
112819 silly lifecycle lodash.defaults@3.1.2~install: no script for install, continuing
112820 silly install lodash.some@4.6.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.some-7fa61d70
112821 info lifecycle lodash.some@4.6.0~install: lodash.some@4.6.0
112822 silly lifecycle lodash.some@4.6.0~install: no script for install, continuing
112823 silly install lodash.sortby@4.7.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.sortby-02ea211a
112824 info lifecycle lodash.sortby@4.7.0~install: lodash.sortby@4.7.0
112825 silly lifecycle lodash.sortby@4.7.0~install: no script for install, continuing
112826 silly install lodash.templatesettings@3.1.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.templatesettings-ce953f16
112827 info lifecycle lodash.templatesettings@3.1.1~install: lodash.templatesettings@3.1.1
112828 silly lifecycle lodash.templatesettings@3.1.1~install: no script for install, continuing
112829 silly install lodash.template@3.6.2 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.template-9ec20202
112830 info lifecycle lodash.template@3.6.2~install: lodash.template@3.6.2
112831 silly lifecycle lodash.template@3.6.2~install: no script for install, continuing
112832 silly install lodash.toplainobject@3.0.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.toplainobject-57c14f0f
112833 info lifecycle lodash.toplainobject@3.0.0~install: lodash.toplainobject@3.0.0
112834 silly lifecycle lodash.toplainobject@3.0.0~install: no script for install, continuing
112835 silly install lodash.merge@3.3.2 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.merge-de1d81f1
112836 info lifecycle lodash.merge@3.3.2~install: lodash.merge@3.3.2
112837 silly lifecycle lodash.merge@3.3.2~install: no script for install, continuing
112838 silly install lodash.keys@2.4.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.keys-c0c219b6
112839 info lifecycle lodash.keys@2.4.1~install: lodash.keys@2.4.1
112840 silly lifecycle lodash.keys@2.4.1~install: no script for install, continuing
112841 silly install lodash.values@2.4.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.values-05b96fbe
112842 info lifecycle lodash.values@2.4.1~install: lodash.values@2.4.1
112843 silly lifecycle lodash.values@2.4.1~install: no script for install, continuing
112844 silly install lodash.template@2.4.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.template-09d723ed
112845 info lifecycle lodash.template@2.4.1~install: lodash.template@2.4.1
112846 silly lifecycle lodash.template@2.4.1~install: no script for install, continuing
112847 silly install lodash.template@2.4.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.template-0a7d201f
112848 info lifecycle lodash.template@2.4.1~install: lodash.template@2.4.1
112849 silly lifecycle lodash.template@2.4.1~install: no script for install, continuing
112850 silly install longest@1.0.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/longest-c28c50ca
112851 info lifecycle longest@1.0.1~install: longest@1.0.1
112852 silly lifecycle longest@1.0.1~install: no script for install, continuing
112853 silly install lowercase-keys@1.0.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lowercase-keys-56f90764
112854 info lifecycle lowercase-keys@1.0.0~install: lowercase-keys@1.0.0
112855 silly lifecycle lowercase-keys@1.0.0~install: no script for install, continuing
112856 silly install lpad@2.0.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lpad-8f44e0b0
112857 info lifecycle lpad@2.0.1~install: lpad@2.0.1
112858 silly lifecycle lpad@2.0.1~install: no script for install, continuing
112859 silly install lru-cache@2.7.3 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lru-cache-91c5899b
112860 info lifecycle lru-cache@2.7.3~install: lru-cache@2.7.3
112861 silly lifecycle lru-cache@2.7.3~install: no script for install, continuing
112862 silly install map-cache@0.2.2 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/map-cache-dd421b79
112863 info lifecycle map-cache@0.2.2~install: map-cache@0.2.2
112864 silly lifecycle map-cache@0.2.2~install: no script for install, continuing
112865 silly install map-obj@1.0.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/map-obj-1887d6d3
112866 info lifecycle map-obj@1.0.1~install: map-obj@1.0.1
112867 silly lifecycle map-obj@1.0.1~install: no script for install, continuing
112868 silly install camelcase-keys@1.0.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/camelcase-keys-550c180a
112869 info lifecycle camelcase-keys@1.0.0~install: camelcase-keys@1.0.0
112870 silly lifecycle camelcase-keys@1.0.0~install: no script for install, continuing
112871 silly install camelcase-keys@2.1.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/camelcase-keys-262aec14
112872 info lifecycle camelcase-keys@2.1.0~install: camelcase-keys@2.1.0
112873 silly lifecycle camelcase-keys@2.1.0~install: no script for install, continuing
112874 silly install marked@0.3.6 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/marked-092dd199
112875 info lifecycle marked@0.3.6~install: marked@0.3.6
112876 silly lifecycle marked@0.3.6~install: no script for install, continuing
112877 silly install lodash.assign@4.2.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.assign-fee0ebbf
112878 info lifecycle lodash.assign@4.2.0~install: lodash.assign@4.2.0
112879 silly lifecycle lodash.assign@4.2.0~install: no script for install, continuing
112880 silly install mime@1.2.4 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/mime-58d2d902
112881 info lifecycle mime@1.2.4~install: mime@1.2.4
112882 silly lifecycle mime@1.2.4~install: no script for install, continuing
112883 silly install mime-db@1.24.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/mime-db-87a71d5c
112884 info lifecycle mime-db@1.24.0~install: mime-db@1.24.0
112885 silly lifecycle mime-db@1.24.0~install: no script for install, continuing
112886 silly install mime-types@2.1.12 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/mime-types-23b027eb
112887 info lifecycle mime-types@2.1.12~install: mime-types@2.1.12
112888 silly lifecycle mime-types@2.1.12~install: no script for install, continuing
112889 silly install form-data@1.0.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/form-data-e6217bd4
112890 info lifecycle form-data@1.0.1~install: form-data@1.0.1
112891 silly lifecycle form-data@1.0.1~install: no script for install, continuing
112892 silly install minimatch@3.0.3 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/minimatch-5c0f98f7
112893 info lifecycle minimatch@3.0.3~install: minimatch@3.0.3
112894 silly lifecycle minimatch@3.0.3~install: no script for install, continuing
112895 silly install minimist@1.2.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/minimist-6bdb4063
112896 info lifecycle minimist@1.2.0~install: minimist@1.2.0
112897 silly lifecycle minimist@1.2.0~install: no script for install, continuing
112898 silly install mkdirp@0.3.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/mkdirp-bd8339c6
112899 info lifecycle mkdirp@0.3.0~install: mkdirp@0.3.0
112900 silly lifecycle mkdirp@0.3.0~install: no script for install, continuing
112901 silly install isarray@0.0.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/isarray-899857a2
112902 info lifecycle isarray@0.0.1~install: isarray@0.0.1
112903 silly lifecycle isarray@0.0.1~install: no script for install, continuing
112904 silly install minimist@0.0.10 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/minimist-2ba08b77
112905 info lifecycle minimist@0.0.10~install: minimist@0.0.10
112906 silly lifecycle minimist@0.0.10~install: no script for install, continuing
112907 silly install parents@0.0.2 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/parents-10997ce1
112908 info lifecycle parents@0.0.2~install: parents@0.0.2
112909 silly lifecycle parents@0.0.2~install: no script for install, continuing
112910 silly install resolve@0.6.3 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/resolve-dae108b4
112911 info lifecycle resolve@0.6.3~install: resolve@0.6.3
112912 silly lifecycle resolve@0.6.3~install: no script for install, continuing
112913 silly install ms@0.7.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/ms-51be7e13
112914 info lifecycle ms@0.7.1~install: ms@0.7.1
112915 silly lifecycle ms@0.7.1~install: no script for install, continuing
112916 silly install debug@2.2.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/debug-336fc061
112917 info lifecycle debug@2.2.0~install: debug@2.2.0
112918 silly lifecycle debug@2.2.0~install: no script for install, continuing
112919 silly install array-index@1.0.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/array-index-c2668bd0
112920 info lifecycle array-index@1.0.0~install: array-index@1.0.0
112921 silly lifecycle array-index@1.0.0~install: no script for install, continuing
112922 silly install minimatch@2.0.10 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/minimatch-2beb5e1b
112923 info lifecycle minimatch@2.0.10~install: minimatch@2.0.10
112924 silly lifecycle minimatch@2.0.10~install: no script for install, continuing
112925 silly install multimatch@2.0.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/multimatch-1980e926
112926 info lifecycle multimatch@2.0.0~install: multimatch@2.0.0
112927 silly lifecycle multimatch@2.0.0~install: no script for install, continuing
112928 silly install mustache@2.2.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/mustache-4a1c42b5
112929 info lifecycle mustache@2.2.1~install: mustache@2.2.1
112930 silly lifecycle mustache@2.2.1~install: no script for install, continuing
112931 silly install mute-stdout@1.0.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/mute-stdout-6d6d47d1
112932 info lifecycle mute-stdout@1.0.0~install: mute-stdout@1.0.0
112933 silly lifecycle mute-stdout@1.0.0~install: no script for install, continuing
112934 silly install nan@2.4.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/nan-15aaf715
112935 info lifecycle nan@2.4.0~install: nan@2.4.0
112936 silly lifecycle nan@2.4.0~install: no script for install, continuing
112937 silly install negotiator@0.6.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/negotiator-9f4300d0
112938 info lifecycle negotiator@0.6.1~install: negotiator@0.6.1
112939 silly lifecycle negotiator@0.6.1~install: no script for install, continuing
112940 silly install accepts@1.3.3 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/accepts-1fd4ca33
112941 info lifecycle accepts@1.3.3~install: accepts@1.3.3
112942 silly lifecycle accepts@1.3.3~install: no script for install, continuing
112943 silly install next-tick@1.0.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/next-tick-8ef7fdd2
112944 info lifecycle next-tick@1.0.0~install: next-tick@1.0.0
112945 silly lifecycle next-tick@1.0.0~install: no script for install, continuing
112946 silly install minimist@0.0.8 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/minimist-fa203c96
112947 info lifecycle minimist@0.0.8~install: minimist@0.0.8
112948 silly lifecycle minimist@0.0.8~install: no script for install, continuing
112949 silly install mkdirp@0.5.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/mkdirp-a8bb6fbe
112950 info lifecycle mkdirp@0.5.1~install: mkdirp@0.5.1
112951 silly lifecycle mkdirp@0.5.1~install: no script for install, continuing
112952 silly install lodash._baseclone@3.3.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash._baseclone-301c217a
112953 info lifecycle lodash._baseclone@3.3.0~install: lodash._baseclone@3.3.0
112954 silly lifecycle lodash._baseclone@3.3.0~install: no script for install, continuing
112955 silly install lodash.clonedeep@3.0.2 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/lodash.clonedeep-e34f1d1c
112956 info lifecycle lodash.clonedeep@3.0.2~install: lodash.clonedeep@3.0.2
112957 silly lifecycle lodash.clonedeep@3.0.2~install: no script for install, continuing
112958 silly install semver@5.3.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/semver-c3f8900f
112959 info lifecycle semver@5.3.0~install: semver@5.3.0
112960 silly lifecycle semver@5.3.0~install: no script for install, continuing
112961 silly install camelcase@2.1.1 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/camelcase-49062979
112962 info lifecycle camelcase@2.1.1~install: camelcase@2.1.1
112963 silly lifecycle camelcase@2.1.1~install: no script for install, continuing
112964 silly install camelcase-keys@2.1.0 /home/george/Dropbox/UNI/loftschool/photogallery/node_modules/.staging/camelcase-keys-518ef788
112965 info lifecycle camelcase-keys@2.1.0~install: camelcase-keys@2.1.0
112966 silly lifecycle camelcase-keys@2.1.0~install: no script for install, continuing
